Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-04-16T22:23:41.231038,184.0,05.1083,0.77354,03.9450
2026-04-16T22:23:42.204611,185.0,05.1085,1.08931,05.5554
2026-04-16T22:23:43.224459,186.0,05.1045,1.22424,06.2436
2026-04-16T22:23:44.201571,187.0,05.1019,1.12542,05.7396
2026-04-16T22:23:45.222854,188.0,05.1061,1.07398,05.4772
2026-04-16T22:23:46.197724,189.0,05.1106,1.12891,05.7687
2026-04-16T22:23:47.218554,190.0,05.1120,1.04467,05.3382
2026-04-16T22:23:48.190265,191.0,05.1059,1.20066,06.1233
2026-04-16T22:23:49.210897,192.0,05.1084,0.77366,03.9456
2026-04-16T22:23:50.231183,193.0,05.1023,1.18687,06.0530
2026-04-16T22:23:51.206623,194.0,05.1172,1.31917,06.7409
2026-04-16T22:23:52.232118,195.0,05.1122,1.44835,07.4010
2026-04-16T22:23:53.209353,196.0,05.1056,1.24805,06.3650
2026-04-16T22:23:54.232370,197.0,05.1170,1.14321,05.8418
2026-04-16T22:23:55.208803,198.0,05.1133,1.24353,06.3544
2026-04-16T22:23:56.229260,199.0,05.1076,1.38393,07.0580
2026-04-16T22:23:57.207048,200.0,05.1192,1.25693,06.4229
2026-04-16T22:23:58.228379,201.0,05.1086,0.77198,03.9370
2026-04-16T22:23:59.206653,202.0,05.1042,1.06704,05.4419
2026-04-16T22:24:00.230688,203.0,05.1011,1.00683,05.1348
2026-04-16T22:24:01.205559,204.0,05.1075,0.98964,05.0471
2026-04-16T22:24:02.225802,205.0,05.1078,1.04458,05.3273
2026-04-16T22:24:03.202883,206.0,05.1101,1.14413,05.8465
2026-04-16T22:24:04.226169,207.0,05.1050,1.23041,06.2750
2026-04-16T22:24:05.203167,208.0,05.0970,1.42823,07.2696
2026-04-16T22:24:06.225444,209.0,05.1087,0.77283,03.9414
2026-04-16T22:24:07.200454,210.0,05.1080,1.10906,05.6562
2026-04-16T22:24:08.223743,211.0,05.1112,1.07214,05.4786
2026-04-16T22:24:09.201819,212.0,05.1137,1.10427,05.6428
2026-04-16T22:24:10.225319,213.0,05.1142,1.05154,05.3733
2026-04-16T22:24:11.203199,214.0,05.1039,1.15484,05.8896
2026-04-16T22:24:12.226206,215.0,05.1076,1.13771,05.8023
2026-04-16T22:24:13.200747,216.0,05.1141,1.30600,06.6736
2026-04-16T22:24:14.223929,217.0,05.1112,0.77324,03.9512
2026-04-16T22:24:15.198533,218.0,05.1105,0.92648,04.7343
2026-04-16T22:24:16.220667,219.0,05.1134,1.03964,05.3125
2026-04-16T22:24:17.196037,220.0,05.1064,1.11054,05.6637
2026-04-16T22:24:18.218993,221.0,05.1148,1.33558,06.8248
2026-04-16T22:24:19.193466,222.0,05.1078,1.15660,05.8986
2026-04-16T22:24:20.215359,223.0,05.1053,1.21967,06.2203
2026-04-16T22:24:21.235377,224.0,05.1205,1.23458,06.3210
2026-04-16T22:24:22.210385,225.0,05.1156,1.25798,06.4282
2026-04-16T22:24:23.233362,226.0,05.1081,0.77275,03.9410
2026-04-16T22:24:24.209638,227.0,05.1087,1.09587,05.5889
2026-04-16T22:24:25.232388,228.0,05.1078,1.03704,05.2889
2026-04-16T22:24:26.210948,229.0,05.1086,1.02727,05.2390
2026-04-16T22:24:27.234697,230.0,05.1095,1.08567,05.5369
2026-04-16T22:24:28.211957,231.0,05.1061,1.06239,05.4181
2026-04-16T22:24:29.233556,232.0,05.1066,1.08715,05.5444
2026-04-16T22:24:30.210882,233.0,05.0970,1.41943,07.2248
2026-04-16T22:24:31.233520,234.0,05.1089,0.77447,03.9497
2026-04-16T22:24:32.210340,235.0,05.1128,1.18288,06.0445
2026-04-16T22:24:33.233732,236.0,05.1086,1.20931,06.1674
2026-04-16T22:24:34.211465,237.0,05.1050,1.23397,06.2932
2026-04-16T22:24:35.237045,238.0,05.1105,1.14554,05.8537
2026-04-16T22:24:36.216909,239.0,05.1041,1.07474,05.4811
2026-04-16T22:24:37.197365,240.0,05.1117,1.03160,05.2714
2026-04-16T22:24:38.220302,241.0,05.1061,1.20472,06.1440
2026-04-16T22:24:39.199317,242.0,05.1061,0.81799,04.1717
2026-04-16T22:24:40.224931,243.0,05.1089,1.12727,05.7490
2026-04-16T22:24:41.204241,244.0,05.1091,1.05830,05.3973
2026-04-16T22:24:42.228428,245.0,05.0989,1.00151,05.0976
2026-04-16T22:24:43.205314,246.0,05.1087,0.98377,05.0172
2026-04-16T22:24:44.230135,247.0,05.0992,1.09726,05.5850
2026-04-16T22:24:45.207083,248.0,05.1108,1.17691,06.0140
2026-04-16T22:24:46.229013,249.0,05.1058,1.53520,07.8295
2026-04-16T22:24:47.206261,250.0,05.1067,1.23728,06.3101
2026-04-16T22:24:48.230085,251.0,05.1105,0.62697,03.2038
2026-04-16T22:24:49.204583,252.0,05.1091,1.10725,05.6469
